Date,open,high,low,close,volume
2015-06-01 00:00:00-04:00,178.3206729330929,178.65721714357034,177.2100539295078,178.00936889648438,93338800
2015-06-02 00:00:00-04:00,177.54662349502306,178.53102886032383,176.91559342713748,177.8326873779297,91531000
2015-06-03 00:00:00-04:00,178.37120547242736,178.934924251008,177.80748669384673,178.30389404296875,87820900
2015-06-04 00:00:00-04:00,177.5886682230393,178.2533474797845,176.4780493069534,176.7977752685547,151882800
2015-06-05 00:00:00-04:00,176.646359887521,177.17642928917775,175.83022658333283,176.4949188232422,121704700
2015-06-08 00:00:00-04:00,176.3855269082631,176.5369808029363,175.33381011148174,175.40953063964844,89063300
2015-06-09 00:00:00-04:00,175.38429260253906,175.93119304653914,174.74485340409987,175.38429260253906,105034700
2015-06-10 00:00:00-04:00,176.1583451583656,177.8747540887915,176.09945569613197,177.4877166748047,134551300
2015-06-11 00:00:00-04:00,177.93364651402248,178.44688481158454,177.6980629844864,178.0598602294922,73876400
2015-06-12 00:00:00-04:00,177.22692307953673,177.93367377643096,176.419198827128,176.6968536376953,135382400
2015-06-15 00:00:00-04:00,175.54411348394453,176.22562375888444,174.82894108970518,175.93955993652344,124384200
2015-06-16 00:00:00-04:00,175.78819953245815,176.98296147437188,175.61151824638415,176.89881896972656,85308200
2015-06-17 00:00:00-04:00,177.184814453125,177.79902625525523,176.1499288054114,177.184814453125,126708600
2015-06-18 00:00:00-04:00,177.79061534811385,179.49860236385848,177.21848758484586,179.02743530273438,165867900
2015-06-19 00:00:00-04:00,178.78228781969193,178.85837668128576,177.85226984202177,178.23272705078125,130478700
2015-06-22 00:00:00-04:00,179.16271066242123,179.73762137412984,178.93443122063672,179.1457977294922,70696000
2015-06-23 00:00:00-04:00,179.35722635368634,179.6108688323124,178.87531725500995,179.27267456054688,68476800
2015-06-24 00:00:00-04:00,179.00203519029378,179.38249225198066,177.94520285183833,177.97056579589844,92307300
2015-06-25 00:00:00-04:00,178.47787158374436,178.60468631904075,177.35340029456435,177.4294891357422,97107400
2015-06-26 00:00:00-04:00,177.79306338148842,178.03825577891416,176.83769544550177,177.3957061767578,104174800
2015-06-29 00:00:00-04:00,175.8992084278497,177.40413691469507,173.59953981633114,173.67562866210938,202621300
2015-06-30 00:00:00-04:00,175.2313125749973,175.28205138152066,173.5572931818427,174.03921508789062,182925100
2015-07-01 00:00:00-04:00,175.62862712802612,175.88226947722038,174.63943357687577,175.43417358398438,135979900
2015-07-02 00:00:00-04:00,175.9161373205148,176.08522796006977,174.85084177981977,175.27357482910156,104373700
2015-07-06 00:00:00-04:00,173.97152917962316,175.56099636600723,173.76861271079727,174.77471923828125,117975400
2015-07-07 00:00:00-04:00,174.9776484392156,176.00065507128355,172.5680651871236,175.87384033203125,173820200
2015-07-08 00:00:00-04:00,174.52114853175382,174.80860397168993,172.68648824633817,172.9232177734375,164020100
2015-07-09 00:00:00-04:00,175.04528930383157,175.30739462196533,173.1260906151726,173.23599243164062,144113100
2015-07-10 00:00:00-04:00,175.2566415003326,175.84001510458066,173.27825415610752,175.4172821044922,129456900
2015-07-13 00:00:00-04:00,176.6939311546337,177.4632953541722,176.65165527754584,177.3533935546875,106069400
2015-07-14 00:00:00-04:00,177.31114726353027,178.4356186976055,177.25195844557382,178.12278747558594,81709600
2015-07-15 00:00:00-04:00,178.16508096172348,178.63008993164877,177.5817072449799,178.06362915039062,97914100
2015-07-16 00:00:00-04:00,179.1289354692956,179.49249267578125,178.88375592601255,179.49249267578125,106683300
2015-07-17 00:00:00-04:00,179.48401267929796,179.7038421462822,179.0697425006713,179.6446533203125,89030000
2015-07-20 00:00:00-04:00,179.8729180570212,180.2364622983181,179.4163720259617,179.73764038085938,70446800
2015-07-21 00:00:00-04:00,179.60233071404636,179.8644360027198,178.72305177718977,179.0274200439453,77965000
2015-07-22 00:00:00-04:00,178.33416958610292,179.04437095972563,178.30035661630646,178.7061767578125,88667900
2015-07-23 00:00:00-04:00,178.8414577308728,178.94290954291952,177.33652898182683,177.7000732421875,90509100
2015-07-24 00:00:00-04:00,177.80150803576151,177.8606839492344,175.5187523433079,175.85693359375,117755000
2015-07-27 00:00:00-04:00,174.96075099110763,175.47648581102172,174.38582735377935,174.83392333984375,132361100
2015-07-28 00:00:00-04:00,175.6794201097589,177.12517302174973,174.84241680878748,176.9814453125,123544800
2015-07-29 00:00:00-04:00,177.1082246271734,178.42714960168323,176.9644969466987,178.19888305664062,105791300
2015-07-30 00:00:00-04:00,177.68313924117717,178.41024052369465,177.05748975131272,178.24114990234375,91304400
2015-07-31 00:00:00-04:00,178.7483928489074,178.7737557929675,177.68311049602704,177.97056579589844,103266900
2015-08-03 00:00:00-04:00,177.9367738459541,177.99594975548595,176.40646960253176,177.37030029296875,113965700
2015-08-04 00:00:00-04:00,177.29423934415487,177.7592482812911,176.53332501123307,177.02369689941406,81820800
2015-08-05 00:00:00-04:00,177.92830869753067,178.65540993914453,177.31957217428248,177.60704040527344,85786800
2015-08-06 00:00:00-04:00,177.79305590383223,177.9029706222478,175.56102597347228,176.15286254882812,116030800
2015-08-07 00:00:00-04:00,175.99220502496743,176.1443827120437,174.9015466644383,175.8146514892578,117858000
2015-08-10 00:00:00-04:00,176.93914193663323,178.11433928340026,176.93914193663323,178.02980041503906,80270700
2015-08-11 00:00:00-04:00,176.6770738380666,177.09980694044015,175.6540540539748,176.42343139648438,126081400
2015-08-12 00:00:00-04:00,175.10448926515778,176.82078446292772,173.62492354978446,176.63478088378906,172123700
2015-08-13 00:00:00-04:00,176.474123424326,177.16741177149737,175.8653868417129,176.41494750976562,89383300
2015-08-14 00:00:00-04:00,176.22050947338144,177.13361449467598,176.0767817710652,177.05752563476562,72786500
2015-08-17 00:00:00-04:00,176.4572093747713,178.0466766357422,175.9922005082159,178.0466766357422,79072600
2015-08-18 00:00:00-04:00,177.767704827436,178.1227990558947,177.29424585615774,177.53097534179688,71692700
2015-08-19 00:00:00-04:00,176.77847141316704,177.55629853477762,175.30736892479368,176.12747192382812,172946000
2015-08-20 00:00:00-04:00,174.59720051816444,176.10212915144035,172.39053347037176,172.44972229003906,194327900
2015-08-21 00:00:00-04:00,170.5558261329237,172.42431137966912,166.99642204904518,167.25851440429688,346588500
2015-08-24 00:00:00-04:00,158.51642305863834,166.9626200395307,154.2129913663177,160.21580505371094,507244300
2015-08-25 00:00:00-04:00,165.22945401299782,165.24636694929484,158.03454126308625,158.33045959472656,369833100
2015-08-26 00:00:00-04:00,162.3971038942646,164.68830943199663,159.2604194918444,164.40931701660156,339257000
2015-08-27 00:00:00-04:00,166.57372977289987,168.60284319336628,165.04343824068644,168.4760284423828,274143900
2015-08-28 00:00:00-04:00,167.82503449077467,168.9579560606689,167.3346625648227,168.4844970703125,160414400
2015-08-31 00:00:00-04:00,167.49526759733396,168.35764651833702,166.56524984911624,167.12326049804688,163298800
2015-09-01 00:00:00-04:00,163.27639643034829,164.67142312754063,161.2557331242223,162.13502502441406,256000400
2015-09-02 00:00:00-04:00,164.54453821974903,165.25473924607044,162.68451617157564,165.21246337890625,160269300
2015-09-03 00:00:00-04:00,165.9311758194723,167.4445673964574,164.83208018574263,165.33090209960938,152087800
2015-09-04 00:00:00-04:00,163.04815282061637,163.9020689911462,161.99977014626324,162.8283233642578,207081000
2015-09-08 00:00:00-04:00,165.660628159091,167.07255498487913,165.00961565591822,166.9203643798828,116025700
2015-09-09 00:00:00-04:00,168.51828138436196,168.64509611808094,164.31631452998232,164.6883087158203,149347700
2015-09-10 00:00:00-04:00,164.49387524508526,166.74281807011133,164.23178282953492,165.58453369140625,158611100
2015-09-11 00:00:00-04:00,165.18717120004405,166.40464445151486,164.46851985275427,166.33700561523438,119691200
2015-09-14 00:00:00-04:00,166.51448171347243,166.5652075958188,165.22937012396775,165.71974182128906,79452000
2015-09-15 00:00:00-04:00,166.22711160356437,168.23932530604208,165.67756372890324,167.79122924804688,113806200
2015-09-16 00:00:00-04:00,168.09557037427166,169.43985833053796,167.74892618908444,169.24539184570312,99581600
2015-09-17 00:00:00-04:00,169.1101368571374,171.5366204921731,168.48448728433996,168.8649444580078,276046600
2015-09-18 00:00:00-04:00,166.3263799778437,168.85045640052962,165.6889839290777,166.10540771484375,223657500
2015-09-21 00:00:00-04:00,166.94675951860344,168.00057925435388,165.90143372761227,166.96376037597656,105726200
2015-09-22 00:00:00-04:00,164.7711818235206,165.26410313957095,163.64935821433156,164.7966766357422,153890900
2015-09-23 00:00:00-04:00,164.96661255298037,165.4425329073602,163.9467813696154,164.53318786621094,92790600
2015-09-24 00:00:00-04:00,163.3008668736421,164.4056893146191,161.9495903264082,163.93826293945312,159378800
2015-09-25 00:00:00-04:00,165.41701332884412,165.72296393482262,163.0119041422628,163.89576721191406,155054800
2015-09-28 00:00:00-04:00,162.98642135550455,163.09690748932047,159.4679956112782,159.78244018554688,178515900
2015-09-29 00:00:00-04:00,160.00346359638874,161.25276131490918,158.8646390791396,159.8759765625,159045600
2015-09-30 00:00:00-04:00,161.78812922577845,163.02893271872514,160.99776425720395,162.8589630126953,163452000
2015-10-01 00:00:00-04:00,163.24139410307475,163.589840421026,161.3207118329565,163.2838897705078,131079000
2015-10-02 00:00:00-04:00,161.27821994428882,165.74848675084516,160.72580219042987,165.72299194335938,211003300
2015-10-05 00:00:00-04:00,166.96379538874163,168.90147856426722,166.85330924442903,168.67201232910156,126320800
2015-10-06 00:00:00-04:00,168.5360478635605,169.10545356604658,167.42273126856094,168.0941162109375,110274500
2015-10-07 00:00:00-04:00,169.037433342688,169.82781121635406,167.83063166749662,169.4708709716797,124307300
2015-10-08 00:00:00-04:00,169.07996063624384,171.2896059560715,168.77400994531166,171.0006561279297,153055200
2015-10-09 00:00:00-04:00,171.14517207483655,171.58709087046714,170.46528004666243,171.10267639160156,107069200
2015-10-12 00:00:00-04:00,171.1790925297515,171.4680423118617,170.74566785658618,171.2640838623047,56395600
2015-10-13 00:00:00-04:00,170.52475396401428,171.80805349852264,170.0148446976804,170.184814453125,88038700
2015-10-14 00:00:00-04:00,170.12531869867522,170.71172538037206,169.07149842929414,169.3689422607422,99106200
2015-10-15 00:00:00-04:00,170.04033841831503,171.97802214720838,169.66639717802667,171.9695281982422,134142200
2015-10-16 00:00:00-04:00,172.3773712042971,172.76830014521803,171.60399429928006,172.75131225585938,114580100
2015-10-19 00:00:00-04:00,172.09695885131336,172.83633422851562,171.78251423670693,172.83633422851562,76523900
2015-10-20 00:00:00-04:00,172.39436666230162,173.23572103411195,172.1394056835075,172.61532592773438,78448500
2015-10-21 00:00:00-04:00,173.04030729407003,173.1932761454747,171.37457298313572,171.5445556640625,102038000
2015-10-22 00:00:00-04:00,172.50491292402762,174.65506184661572,171.54457808414088,174.44259643554688,174911700
2015-10-23 00:00:00-04:00,176.13373131118158,176.72863154954268,175.32636577570207,176.3546905517578,144442300
2015-10-26 00:00:00-04:00,176.17628672018483,176.23577028027046,175.5473845589744,175.92132568359375,69033000
2015-10-27 00:00:00-04:00,175.24146846000386,175.92136036901158,174.89302207355672,175.5814208984375,77905800
2015-10-28 00:00:00-04:00,175.92132496678957,177.60404705286328,175.24994010876372,177.57855224609375,135906700
2015-10-29 00:00:00-04:00,177.06866309544202,177.85053418281058,176.94968299449155,177.47659301757812,90525500
2015-10-30 00:00:00-04:00,177.6720634528855,177.99501500956745,176.55025288776008,176.7117156982422,131076900
